plaza,cantidad_plazas,remuneracion_min,remuneracion_max
TECNICO RECURSOS HUMANOS EN DELEGACION,1,"12,058","12,058"
TECNICO SOCIAL,1,"16,725","16,725"
TECNICO SUPERIOR,62,"8,758","9,451"
"TECNICO SUPERIOR ""A""",1,"8,758","8,758"
TECNICO SUPERVISOR,1,"12,058","12,058"
TECNICOS DE MEDIOS Y MONITOREO,1,"25,078","25,078"
TECNOLOGO B,5,"10,164","10,164"
TECNOLOGO C,11,"10,875","10,875"
TECNOLOGO G.,692,"8,591","11,205"
TENOR,2,"10,358","10,358"
TITULAR DE LA CONSULTORIA JURIDICA,1,"38,852","38,852"
TITULAR DE LA UNIDAD DE CONTROL Y SEGUIMIENTO,1,"38,852","38,852"
TITULAR DE LA UNIDAD DE EVALUACION Y SEGUIMIENTO,1,"38,852","38,852"
TITULAR DE LA UNIDAD DE MEJORA CONTINUA,1,"22,453","22,453"
TITULAR DE LA UNIDAD DE VINCULACION Y ACOMPAÑAMIENTO,1,"38,852","38,852"
TITULAR DE UNIDAD DE AUDITORIA DE PROCESOS,1,"38,852","38,852"
TITULAR DEL AREA DE AUDITORIA Y CONTROL PREVENTIVO,1,"38,852","38,852"
TITULAR DEL AREA DE INVESTIGACION,1,"25,078","25,078"
TITULAR DEL AREA DE RESPONSABILIDADES,1,"25,078","25,078"
TITULAR DEL ORGANO INTERNO DE CONTROL,2,"58,645","62,968"
TITULAR DEL ORGANO INTERNO DE CONTROL A,1,"50,390","50,390"
TITULAR DEL ORGANO INTERNO DE CONTROL DE LA PROCURADURIA SOCIAL,1,"38,852","38,852"
TITULAR DEL ORGANO INTERNO DE CONTROL DE LA SECRETARIA DEL SISTEMA DE ASISTENCIA SOCIAL,1,"66,873","66,873"
TOPOGRAFO,2,"15,937","15,937"
TORRERO,8,"14,332","14,332"
TRABAJADOR SOCIAL E.I.I.P.,52,"8,444","11,122"
TRABAJADORA SOCIAL,646,"7,712","16,725"
TRABAJADORA SOCIAL A,1,"15,525","15,525"
TRABAJADORA SOCIAL EN AREA MEDICA A,15,"10,456","10,456"
TRADUCTOR,1,"17,088","17,088"
TRAMITADOR REGIONAL,1,"14,812","14,812"
TRAMOYISTA,13,"15,937","15,937"
UNIDAD DE TRANSPARENCIA,1,"29,714","29,714"
VALIDADOR DE ACUERDOS REPARATORIOS,5,"17,088","17,088"
VELADOR,10,"9,069","12,091"
VERIFICADOR,3,"12,942","12,942"
VERIFICADOR EN TURISMO,4,"15,525","15,525"
VIGILANTE,11,"9,069","12,091"
VISOR DE CAMPAMENTO,4,"12,091","12,091"
VOCAL,4,"6,757","6,757"
